ObservableProperty,Procedure Identifier,Result Type,Unit specified with procedure,Collection 1,Notation,Part of soil/fraction
Concentration of Cobalt ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Chromium ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Copper ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Iron ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Potassium ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Magnesium ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Manganese ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Molybdenum ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Nickel ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Phosphorus ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Lead ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Zinc ,http://anzsoil.org/def/au/scm/17C1,number,PERCENT or MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Potassium ,http://anzsoil.org/def/au/scm/18A1,number,MilliGM-PER-KiloGM or CentiMOL-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Potassium ,http://anzsoil.org/def/au/scm/18B1,number,MilliGM-PER-KiloGM or CentiMOL-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Potassium ,http://anzsoil.org/def/au/scm/18C1,number,MilliGM-PER-KiloGM or CentiMOL-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Cadmium ,http://anzsoil.org/def/au/scm/18D1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Cadmium ,http://anzsoil.org/def/au/scm/18E1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Phosphorus ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Calcium ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Magnesium ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Sodium ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Potassium ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Iron ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Copper ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Manganese ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Zinc ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Boron ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Aluminium ,http://anzsoil.org/def/au/scm/18F1,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Phosphorus ,http://anzsoil.org/def/au/scm/18F2,number,MilliGM-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of  reverse soil Potassium (K+),http://anzsoil.org/def/au/scm/18G1,number,MilliGM-PER-KiloGM or CentiMOL-PER-KiloGM,Chemical,0,fine soil fraction (<2mm)
Concentration of Calcium Carbonate ,http://anzsoil.org/def/au/scm/19A1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Calcium Carbonate ,http://anzsoil.org/def/au/scm/19B1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Dolomite ,http://anzsoil.org/def/au/scm/19B1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Calcium Carbonate ,http://anzsoil.org/def/au/scm/19B2,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Presence or absence of Carbonates ,http://anzsoil.org/def/au/scm/19C1,code - presence/absence,0,Chemical,0,bedrock fragment
Presence or absence of Carbonates ,http://anzsoil.org/def/au/scm/19C1,code - presence/absence,0,Chemical,0,"Carbonate concretions > nodules, threads and masses"
Presence or absence of Carbonates ,http://anzsoil.org/def/au/scm/19C1,code - presence/absence,0,Chemical,0,fine soil fraction (<2mm)
Concentration of Carbonates ,http://anzsoil.org/def/au/scm/19D1,code or number (from table 19.4 AND OR percentage rather than percentrage range code) https://raw.githack.com/ANZSoilData/def-au-scma/master/html/19-alkaline-earth-carbonates/19D1.html,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/20A1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
  Titratable actual acidity,http://anzsoil.org/def/au/scm/20B1,number,MOL-PER-TONNE,Chemical,TAA,fine soil fraction (<2mm)
  Titratable peroxide acidity,http://anzsoil.org/def/au/scm/20C1,number,MOL-PER-TONNE,Chemical,TPA,fine soil fraction (<2mm)
  Net (excess) Acid Neutralising Capacity,http://anzsoil.org/def/au/scm/20C1,number,MOL-PER-TONNE,Chemical,a-ANC E,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/20D1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Calcium ,http://anzsoil.org/def/au/scm/20D1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Magnesium ,http://anzsoil.org/def/au/scm/20D1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/20E1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Calcium ,http://anzsoil.org/def/au/scm/20E1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Magnesium ,http://anzsoil.org/def/au/scm/20E1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/20F1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/20F2,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
Concentration of Sulfur ,http://anzsoil.org/def/au/scm/20G1,number,PERCENT,Chemical,0,fine soil fraction (<2mm)
  Acid neutralising capacity,http://anzsoil.org/def/au/scm/20H1,number,PERCENT,Chemical,ANC BT,fine soil fraction (<2mm)
Concentration of Calcium ,http://anzsoil.org/def/au/scm/20I1,number,PERCENT,Chemical,CaA,fine soil fraction (<2mm)
Concentration of Magnesium ,http://anzsoil.org/def/au/scm/20I1,number,PERCENT,Chemical,MgA,fine soil fraction (<2mm)
  Titratable actual acidity,http://anzsoil.org/def/au/scm/20J1,number,MOL-PER-M3,Chemical,TAAD-B,fine soil fraction (<2mm)
  Total Sulfidic Acidity,http://anzsoil.org/def/au/scm/20J1,number,MOL-PER-M3,Chemical,TSAD-B,fine soil fraction (<2mm)
  Residual Quick Neutralising Capacity,http://anzsoil.org/def/au/scm/20J1,number,MOL-PER-M3,Chemical,RQNCD-B,fine soil fraction (<2mm)
  pH,http://anzsoil.org/def/au/scm/20K1,number,MOL-PER-M3,Chemical,0,fine soil fraction (<2mm)
  Lime requirement for drain spoil,http://anzsoil.org/def/au/scm/20K1,number,KiloGM-PER-M3,Chemical,0,fine soil fraction (<2mm)
  Water repellence,http://anzsoil.org/def/au/spm/spmile/505.01,code- pg 87 brown book - description of severity and rating,0,Physical,0,whole soil (including fine earth and coarse fragments)
  Dispersion in water,http://anzsoil.org/def/au/spm/spmile/513.01,code - brown book p191. Figure 13.1 A classification of soil based on its dispersion in water (Emerson 1991),0,Physical,0,whole soil (including fine earth and coarse fragments)
  Bulk density,http://anzsoil.org/def/au/spm/spmile/503.01,number,MegaGM-PER-M3,Physical,?b,whole soil (including fine earth and coarse fragments)
  Bulk density,http://anzsoil.org/def/au/spm/spmile/503.04,number,MegaGM-PER-M3,Physical,?b,whole soil (including fine earth and coarse fragments)
  Bulk density,http://anzsoil.org/def/au/spm/spmile/503.02,number,MegaGM-PER-M3,Physical,?b,whole soil (including fine earth and coarse fragments)
  Bulk density,http://anzsoil.org/def/au/spm/spmile/503.03,number,MegaGM-PER-M3,Physical,?b,whole soil (including fine earth and coarse fragments)
  Gross bulk density,http://anzsoil.org/def/au/spm/spmile/503.05,number,MegaGM-PER-M3,Physical,?b,whole soil (including fine earth and coarse fragments)
  Volumetric coarse fragment content,http://anzsoil.org/def/au/spm/spmile/503.06,number,M3-PER-M3 or PERCENT,Physical,Vsc,whole soil (including fine earth and coarse fragments)
Volume of  coarse fragments,http://anzsoil.org/def/au/spm/spmile/503.07,number,M3-PER-M3 or PERCENT,Physical,Vsp,whole soil (including fine earth and coarse fragments)
  Bulk density of fine earth,http://anzsoil.org/def/au/spm/spmile/503.08,number,MegaGM-PER-M3,Physical,?bf,fine soil fraction (<2mm)
  Total pore space,http://anzsoil.org/def/au/spm/spmile/503.09,number,M3-PER-M3 or PERCENT,Physical,?,whole soil (including fine earth and coarse fragments)
Proportion of  dispersed clay,http://anzsoil.org/def/au/spm/spmile/514.01,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  dispersed clay as the ratio of SAR:TCC,http://anzsoil.org/def/au/spm/spmile/514.01,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  dispersed clay,http://anzsoil.org/def/au/spm/spmile/514.02,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  dispersed clay as the ratio of SAR:TCC,http://anzsoil.org/def/au/spm/spmile/514.02,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Distribution of  dry aggregates,http://anzsoil.org/def/au/spm/spmile/515.01,number,PERCENT,Physical,DA,whole soil (including fine earth and coarse fragments)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/516.01,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/516.01,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/516.01,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.02,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.02,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.02,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.03,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.03,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.03,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.04,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.04,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.04,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.05,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.05,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.05,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.06,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.06,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.06,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.07,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.07,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.07,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.08,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.08,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.08,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.09,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.09,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.09,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.10,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.10,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.10,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.11,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.11,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.11,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.12,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.12,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.12,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.13,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.13,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.13,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.14,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.14,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.14,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.15,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.15,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.15,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  sand - particle sizes < 0.2 mm,http://anzsoil.org/def/au/spm/spmile/517.16,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  silt - particle sizes < 0.02 mm,http://anzsoil.org/def/au/spm/spmile/517.16,number,PERCENT,Physical,0,fine soil fraction (<2mm)
Proportion of  clay - particle sizes < 0.002 mm,http://anzsoil.org/def/au/spm/spmile/517.16,number,PERCENT,Physical,0,fine soil fraction (<2mm)
  Soil strength characteristic,http://anzsoil.org/def/au/spm/spmile/520.01,number,MegaPA,Physical,0,whole soil (including fine earth and coarse fragments)
  Soil water characteristic,http://anzsoil.org/def/au/spm/spmile/504.01,number,GM-PER-GM or GM-PER-KiloGM,Physical,0,whole soil (including fine earth and coarse fragments)
  Soil water characteristic,http://anzsoil.org/def/au/spm/spmile/504.02,number,GM-PER-GM or GM-PER-KiloGM,Physical,0,whole soil (including fine earth and coarse fragments)
  Soil water characteristic,http://anzsoil.org/def/au/spm/spmile/504.03,number,GM-PER-GM or GM-PER-KiloGM,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/507.01,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/509.01,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/508.01,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/510.01,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/510.02,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/510.03,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/510.04,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Hydraulic conductivity,http://anzsoil.org/def/au/spm/spmile/510.05,number,M-PER-HR or MilliM-PER-HR,Physical,0,whole soil (including fine earth and coarse fragments)
  Dispersive potential,http://anzsoil.org/def/au/spm/spmile/514.03,number,KiloPA,Physical,Pdis,fine soil fraction (<2mm)
  Mechanical Dispersive potential,http://anzsoil.org/def/au/spm/spmile/514.04,number,KiloPA,Physical,Pdis,fine soil fraction (<2mm)
  Linear shrinkage,http://anzsoil.org/def/au/spm/spmile/518.01,number,PERCENT,Physical,LSsts,whole soil (including fine earth and coarse fragments)
  Coefficient of linear extensibility of soil,http://anzsoil.org/def/au/spm/spmile/518.02,number,PERCENT,Physical,COLESTD,whole soil (including fine earth and coarse fragments)
  Modified linear shrinkage of soil,http://anzsoil.org/def/au/spm/spmile/518.03,number,PERCENT,Physical,LSmod,fine soil fraction (<2mm)
  Liquid limit,http://anzsoil.org/def/au/spm/spmile/519.01,number,PERCENT or M3-PER-M3,Physical,0,fine fraction (<425 um)
  Liquid limit,http://anzsoil.org/def/au/spm/spmile/519.02,number,PERCENT or M3-PER-M3,Physical,0,fine fraction (<425 um)
  Plastic limit,http://anzsoil.org/def/au/spm/spmile/519.03,number,PERCENT or M3-PER-M3,Physical,0,fine fraction (<425 um)
  Modulus of rupture,http://anzsoil.org/def/au/spm/spmile/521.01,number,KiloPA,Physical,MOP,fine soil fraction (<2mm)
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
  ,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
,0,,,,,
